35 37 79 77 87 56 9 41 6 63 34 34 40 65 39 7 81 60 46 85 66 99 34 24 3 48 63 13 40 9 94 94 42 16 51 98 6 60 53 20
27 81 53 40 44 6 71 84 59 86 62 18 29 54 34 20 67 71 7 90 91 96 63 39 25 32 10 29 28 53 47 27 86 34 33 30 16 76 42 4
72 37 2 51 75 32 45 24 79 23 22 49 66 13 19 40 34 33 51 69 10 51 57 81 91 24 66 67 42 70 21 16 13 16 79 91 34 82 42 82
56 3 82 99 35 14 4 66 11 27 79 71 14 98 17 83 38 74 8 39 19 69 11 80 55 4 29 22 54 38 61 29 68 89 67 37 68 81 7 61
6 82 30 14 24 10 1 86 55 70 37 91 88 72 92 56 95 46 80 29 87 51 22 17 20 48 22 52 38 96 33 47 83 18 18 43 50 32 1 16
22 13 25 47 31 5 58 85 52 95 52 17 11 40 8 54 63 66 10 5 3 12 79 26 4 38 47 53 89 16 28 59 98 61 73 82 2 91 41 11
34 31 7 48 70 71 84 27 22 82 64 51 73 22 44 79 0 94 61 81 49 94 80 76 86 60 17 43 59 87 95 52 73 54 23 52 66 59 60 66
48 49 73 83 33 80 88 35 27 86 45 18 52 64 6 47 20 73 48 47 66 94 47 7 32 11 21 51 92 95 17 60 15 67 10 3 85 22 15 35
73 51 59 59 30 46 51 4 91 62 11 13 48 43 86 91 22 31 67 1 37 14 75 1 57 71 47 3 67 25 17 91 50 84 84 19 23 6 45 40
76 9 41 48 74 27 54 24 68 64 84 12 97 78 24 33 6 33 17 96 75 35 52 76 75 67 58 80 14 66 95 89 8 20 94 62 98 15 1 77
45 39 84 11 17 63 91 59 58 32 26 70 21 63 14 80 49 89 67 90 86 15 61 48 87 90 12 86 89 10 85 43 35 17 53 7 93 11 9 17
18 81 36 40 87 9 16 84 21 96 38 54 96 12 40 87 96 64 58 85 28 33 47 23 29 65 24 49 12 48 66 61 78 77 78 77 28 26 78 9
38 26 6 59 98 19 88 80 74 85 62 2 66 73 66 1 68 95 8 34 87 58 46 73 8 58 16 64 63 66 56 4 63 78 34 33 94 36 48 49
500 42 84 62 85 67 33 13 27 55 46 77 92 61 24 62 94 76 6 10 24 78 52 11 86 59 47 94 62 0 26 41 58 65 81 53 97 41 20 7
